,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
105,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
106,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
107,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,CHI MEI
174,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
175,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
176,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
177,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
178,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
179,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,DENKI KAGAKU
240,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
241,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
242,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,DOW
243,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,DOW
244,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
245,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,DOW
192,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
193,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
194,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
195,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
196,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
197,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,GOODRICH
180,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
181,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
182,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
183,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
184,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
185,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,HITACHI
96,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
97,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
98,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
99,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
100,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
101,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,INEOS
234,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
235,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
236,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
237,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
238,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
239,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,INTERN. SYNTHETIC RUBBER
42,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
43,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
44,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
45,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
46,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
47,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,JAPAN SYNTHETIC RUBBER
198,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
199,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
200,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
201,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
202,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
203,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,KANEGAFUCHI
108,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
109,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
110,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
111,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
112,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
113,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MAZZUCCHELLI
84,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
85,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
86,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
87,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
88,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
89,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUBISHI RAYON
186,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
187,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
188,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
189,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
190,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
191,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MITSUI TOATSU CHEMICAL
0,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
1,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
2,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
3,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
4,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
5,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,MONSANTO
132,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
133,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
134,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
135,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
136,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
137,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,PENMANA
126,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
127,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
128,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
129,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
130,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
131,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,SUMITOMO NAUGATUCK
6,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
7,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
8,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
9,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
10,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
11,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,POLYMERIZATION,n.a.
24,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
25,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
26,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
27,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
28,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
29,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,SUSPENSION,MONSANTO
18,ABS RESIN BY CONTINUOUS MASS POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
19,ABS RESIN BY EMULSION POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
20,"ABS RESIN BY EMULSION POLYMERIZATION (CASE 3), INTEGRATED",ABS,VIRGIN RESIN,n.a.,n.a.
21,ABS RESIN BY EMULSION POLYMERIZATION (JSR),ABS,VIRGIN RESIN,n.a.,n.a.
22,ABS RESIN BY EMULSION/MASS POLYMERIZATION,ABS,VIRGIN RESIN,n.a.,n.a.
23,ABS RESIN PRODUCTION,ABS,VIRGIN RESIN,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ACETYLENE,HYDRATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ACETYLENE,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,BP
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,HUELS
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,IBI CHEMATUR
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,IBI PRIVATE
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,UNION CARBIDE
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,OXIDATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHANOL,n.a.,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,HOECHST
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,HOECHST/WACKER
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,OXIDATION,n.a.
66,ACETALDEHYDE FROM ETHYLENE BY ONE-STEP OXIDATION,ACETALDEHYDE,ETHYLENE,n.a.,n.a.
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,ASHOK
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,ASHOK
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,CELANESE
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,CELANESE
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,COPERBO
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,COPERBO
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,EASTMAN CHEMICAL
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,EASTMAN CHEMICAL
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HOECHST
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HOECHST
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HUELS
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,HUELS
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI CHEMATUR
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI CHEMATUR
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI PRIVATE
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,IBI PRIVATE
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,OXITENO
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,OXITENO
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,SHOWA DENKO
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,SHOWA DENKO
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,n.a.
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,OXIDATION,n.a.
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,n.a.,n.a.
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,ACETALDEHYDE,n.a.,n.a.
74,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
72,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
76,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
70,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
75,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
68,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
77,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
69,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
85,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
84,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
83,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
82,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
81,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
80,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
79,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
78,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX GLYCERIN,n.a.
74,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
72,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
76,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
70,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
75,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
68,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
77,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
69,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
85,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
84,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
83,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
82,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
81,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
80,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
79,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
78,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX PERACETIC ACID,n.a.
74,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
72,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
76,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
70,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
75,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
68,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
77,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
69,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
85,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
84,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
83,ACETIC ACID FROM NATURAL GAS VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
82,ACETIC ACID VIA SABIC ETHANE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
81,ACETIC ACID VIA SHOWA DENKO ONE-STEP ETHYLENE OXIDATION PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
80,ACETIC ACID VIA THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
79,ACETIC ACID VIA THE BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
78,ACETIC ACID VIA THE CELANESE AO PLUS PROCESS,ACETIC ACID,BY-PRODUCT,EX PROPYLENE OXIDE,DAICEL
74,ACETIC ACID BY CHIYODA CT-ACETICA™ PROCESS UPDATE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
72,ACETIC ACID BY LOW PRESSURE CARBONYLATION OF METHANOL,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
76,ACETIC ACID BY THE CHIYODA ACETICA PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
70,ACETIC ACID BY THE CHIYODA/UOP ACETICA(TM) PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
75,ACETIC ACID FROM COAL VIA BP SAABRE PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
68,ACETIC ACID FROM ETHANE BY THE SABIC PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
71,ACETIC ACID FROM ETHANOL VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
77,ACETIC ACID FROM ETHYLENE BY THE SHOWA DENKO PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
73,ACETIC ACID FROM ETHYLENE VIA ACETALDEHYDE,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
69,"ACETIC ACID FROM MEOH BY LOW PRESSURE CARBONYLATION, SUPPORTED Rh CATALYST",ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
85,ACETIC ACID FROM MEOH BY THE BP CATIVA PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
84,ACETIC ACID FROM MEOH BY THE CELANESE PROCESS,ACETIC ACID,BY-PRODUCT,EX PVOH,n.a.
